nct_id,brief_title,lead_sponsor,sponsor_class,resolved_company,ticker,exchange,investability_class,phases,study_status,primary_completion_date,primary_completion_date_type,conditions,drug_interventions,primary_outcome_measure,source_url,verification_status,sponsor_resolution_basis,notes
NCT06948422,A Master Protocol for Orforglipron (LY3502970) in Participants With Hypertension and Obesity or Overweight: (ATTAIN-Hypertension Screening),Eli Lilly and Company,INDUSTRY,Eli Lilly and Company,LLY,NYSE,US-LISTED,Phase 3,Active Not Recruiting,2027-09,ESTIMATED,Hypertension,Orforglipron; Placebo,Number of Participants Allocated to Each ISA,https://clinicaltrials.gov/study/NCT06948422,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | primary endpoint time frame: Week -8 to Week 0
NCT06952530,A Master Protocol Study of Orforglipron (LY3502970) in Participants With Hypertension and Obesity or Overweight (ATTAIN-Hypertension) GZL2,Eli Lilly and Company,INDUSTRY,Eli Lilly and Company,LLY,NYSE,US-LISTED,Phase 3,Active Not Recruiting,2027-09,ESTIMATED,Hypertension,Orforglipron; Placebo,Change from Baseline in office Systolic Blood Pressure (SBP),https://clinicaltrials.gov/study/NCT06952530,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline to Week 36
NCT07035093,A Study of Retatrutide (LY3437943) in Participants Who Have Obesity or Overweight and Chronic Low Back Pain,Eli Lilly and Company,INDUSTRY,Eli Lilly and Company,LLY,NYSE,US-LISTED,Phase 3,Active Not Recruiting,2027-09,ESTIMATED,Obesity,Retatrutide; Placebo,Change from Baseline in Pain Intensity Per Numeric Rating Scale,https://clinicaltrials.gov/study/NCT07035093,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,lead sponsor verified row-by-row earlier in this repository,"lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline, up to 72 weeks"
NCT07043725,A Clinical Study of Neoadjuvant Treatment With TQB2102 for Injection for Human Epidermal Growth Factor Receptor 2 (HER2) Positive Breast Cancer,"Chia Tai Tianqing Pharmaceutical Group Nanjing Shunxin Pharmaceutical Co., Ltd.",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2027-09,ESTIMATED,HER2-positive Breast Cancer,TQB2102 for injection; Trastuzumab injection and Pertuzumab Injection and Docetaxel Injection and Carboplatin Injection,Rate of total physiological complete response (tpCR) evaluated by Independent Review Committee (IRC),https://clinicaltrials.gov/study/NCT07043725,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Up to 26 months after study start
NCT07084909,"Piflufolastat F 18 PET/CT in Patients With Suspected, or at High Risk for Metastatic ccRCC",Lantheus Medical Imaging,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 2 / Phase 3,Withdrawn,2027-09,ESTIMATED,Clear Cell Renal Cell Carcinoma,piflufolastat F 18,Phase 2 Primary Objective - Establishing the optimum dose and timing window of piflufolastat F18 for detection of metastatic disease,https://clinicaltrials.gov/study/NCT07084909,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | Phase 2/3 combined study | primary endpoint time frame: On Day 1 (day of injection) where Piflufolastat F18 will be administered at a target dose of 9 mCi [+/-1 mCi]) after which patients will be scanned at 60-90 minutes and again at 3-4 hours.
NCT07164092,Efficacy of Topical Atropine Eye Drops for Control of Myopia Progression Among Children Attending Mansoura University Ophthalmic Center,Mansoura University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Not Yet Recruiting,2027-09,ESTIMATED,Myopia,Atropine 0.05% Eye drops; Placebo ophthalmic solution,Change in ocular axial length (AL),https://clinicaltrials.gov/study/NCT07164092,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: 2 years
NCT07330310,A Phase 3 Trial of JKN2401 Injection in COPD,"Joincare Pharmaceutical Group Industry Co., Ltd",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Not Yet Recruiting,2027-09,ESTIMATED,Chronic Obstructive Pulmonary Disease (COPD),,Annualised rate of moderate or severe COPD exacerbations,https://clinicaltrials.gov/study/NCT07330310,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: during 52 weeks of treatment
NCT07413809,Prevention of Delayed CINV After Autologous Transplant: Olanzapine-Containing Regimen vs. Dexamethasone-Containing Regimen,The Affiliated People's Hospital of Ningbo University,OTHER_GOV,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-09,ESTIMATED,Multiple Myeloma,Fosaprepitant; Fosaprepitant; Tropisetron; Olanzapine,Complete Response (CR),https://clinicaltrials.gov/study/NCT07413809,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER_GOV | primary endpoint time frame: 24 to 240 hours after chemotherapy
NCT07592689,A Phase 3 Trial of DT120 for Major Depressive Disorder (Ascend),"Definium Therapeutics US, Inc.",INDUSTRY,"Definium Therapeutics US, Inc.",DFTX,,US-LISTED,Phase 3,Recruiting,2027-09,ESTIMATED,Major Depressive Disorder,DT120,Change from Baseline in the Montgomery-Åsberg Depression Rating Scale (MADRS) total score at Week 6,https://clinicaltrials.gov/study/NCT07592689,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,exact match (legal suffixes removed) against SEC company_tickers.json,lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline to Week 6
NCT07678827,A Phase 3 Study of Viloxazine ER Capsules in Korean Children and Adolescents With ADHD,Alvogen Korea,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Not Yet Recruiting,2027-09,ESTIMATED,Attention Deficit Hyperactivity Disorder,AK-D101; Placebo,"Change From Baseline to Week 8 in K-ARS-5 (Korean ADHD Rating Scale, 5th Edition) Total Score",https://clinicaltrials.gov/study/NCT07678827,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline to Week 8, End of Treatment"
NCT07724366,A Clinical Trial of TQH3906 Capsules in Adult Patients With Moderate to Severe Plaque Psoriasis,"Chia Tai Tianqing Pharmaceutical Group Nanjing Shunxin Pharmaceutical Co., Ltd.",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2027-09,ESTIMATED,Psoriasis,TQH3906 capsules; Deucravacitinib tablets 6 mg; TQH3906 Capsules placebo; Deucravacitinib tablets placebo,static Physician's Global Assessment (sPGA),https://clinicaltrials.gov/study/NCT07724366,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline up to 16 weeks
NCT07762248,Impact of Minimally Invasive Endodontic Treatment on the Prognosis of Mandibular Permanent Molars With Necrotic Pulp and Apical Periodontitis,Mohamed Ashraf Abdeen,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Not Yet Recruiting,2027-09,ESTIMATED,Necrotic Mandibular Molars,,Success rate,https://clinicaltrials.gov/study/NCT07762248,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: 1 year follow up
NCT07767253,Evaluation of 611 in Chinese Children With Moderate to Severe Atopic Dermatitis(AD),"Sunshine Guojian Pharmaceutical (Shanghai) Co., Ltd.",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Not Yet Recruiting,2027-09,ESTIMATED,"Dermatitis, Atopic",611; 611; Matching placebo,Part A: drug concentration.,https://clinicaltrials.gov/study/NCT07767253,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline, Week 24."
NCT07778693,Phase 3 Study of MWN109 Injection in Participants With Overweight or Obesity,"Shanghai Minwei Biotechnology Co., Ltd",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Not Yet Recruiting,2027-09,ESTIMATED,"Overweight , Obesity",MWN109 1; MWN109 2; MWN109 3; Placebo,Percentage Change from Baseline in Body Weight at Week 52,https://clinicaltrials.gov/study/NCT07778693,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: INDUSTRY | primary endpoint time frame: Baseline, Week 52"
NCT07816367,A Study to Assess the Efficacy and Safety of Elismetrep (K-304) in the Acute Treatment of Migraine,Kallyope Inc.,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Not Yet Recruiting,2027-09,ESTIMATED,Migraine,Elismetrep; Placebo,Pain freedom at 2 hours post-dose,https://clinicaltrials.gov/study/NCT07816367,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Two hours post-dose
NCT03368092,Inhaled Dornase Alpha to Reduce Respiratory Failure After Severe Trauma,"University Hospital, Strasbourg, France",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-09-01,ESTIMATED,Multiple Trauma,Dornase Alfa Inhalant Solution [Pulmozyme]; Placebos,"The primary endpoint is the incidence of moderate to severe ARDS (PaO2/FiO2 < 200, according to the Berlin definition [ARDS definition task force et al. JAMA 2015; 307(23): 2526-2533]) in severe trauma patients (Injury Severity Score > 15).",https://clinicaltrials.gov/study/NCT03368092,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: Day 0 to Day 7
NCT05224401,Pivmecillinam With Amoxicillin/Clavulanic Acid for Step Down Oral Therapy in ESBL UTIs,Lund University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-09-01,ESTIMATED,Urinary Tract Infections,"Pivmecillinam and amoxicillin/clavulanic acid; Standard treatment, ciprofloxacin, trimethoprim/sulfamethoxazole or ertapenem depending on susceptibility",Clinical cure,https://clinicaltrials.gov/study/NCT05224401,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: Clinical cure 10 days (+/- 2 days)
NCT05476991,Evaluation of Low Dose Colchicine and Ticagrelor in Prevention of Ischemic Stroke in Patients With Stroke Due to Atherosclerosis,Assistance Publique - Hôpitaux de Paris,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-09-01,ESTIMATED,Stroke,Colchicine 0.5 MG; Ticagrelor 90mg; Aspirin 75-300mg,Number of Participants with nonfatal ischemic stroke,https://clinicaltrials.gov/study/NCT05476991,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: 36 months
NCT06186479,"Clinical Trial With Aconite Pain Oil in Oncology Patients Under Chemotherapy to Prevent CIPN, to Reduce Symptoms and to Improve the Quality of Life of Patients With CIPN",WALA Heilmittel GmbH,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-09-01,ESTIMATED,Chemotherapy-induced Polyneuropathy,Aconite pain oil; Placebo,"Percentage of CIPN measured by ""Common Terminology Criteria for Adverse Events"" (CTC-AE v4.0 of 2010)",https://clinicaltrials.gov/study/NCT06186479,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: on average every 3 weeks for max. 27 weeks
NCT06355427,The Effect of [18F] F-FAPI PET-CT on Management in Patients With Proximal Cholangiocarcinoma,"Mara Veenstra, MD",OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 2 / Phase 3,Recruiting,2027-09-01,ESTIMATED,Cholangiocarcinoma,[18F]F-FAPI PET-CT,Diagnostic accuracy of [18F]F-FAPI PET-CT,https://clinicaltrials.gov/study/NCT06355427,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | Phase 2/3 combined study | primary endpoint time frame: Six months following PET-CT
NCT06459687,"Phase III Study of Socazolimab as First-Line Treatment in Persistent, Recurrent, or Metastatic Cervical Cancer",Lee's Pharmaceutical Limited,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2027-09-01,ESTIMATED,Cervical Cancer,Socazolimab+cisplatin/carboplatin+paclitaxel+Bevacizumab; Placebo+cisplatin/carboplatin+paclitaxel+Bevacizumab,Overall survival,https://clinicaltrials.gov/study/NCT06459687,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: INDUSTRY | primary endpoint time frame: From date of randomization to date of death from any cause, assessed up to 100 months."
NCT06968806,Study on Ketorolac for Improving Outcomes and Prognosis in Patients With Stanford Type A Aortic Dissection,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-09-01,ESTIMATED,Aortic Dissection,Ketorolac; 0.9 % saline,Primary endpoints,https://clinicaltrials.gov/study/NCT06968806,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,"lead sponsor class: OTHER | primary endpoint time frame: Continuous intervention for 3 days after admission, with a 1-year follow-up."
NCT07107477,"TAILORED Therapeutic Regime in Patients With Preterm Premature Rupture Of Membranes to Prolong Pregnancy, Improve Maternal and Neonatal Outcomes, and Reduce Antibiotic Burden",The Central and Eastern European Gynecologic Oncology Group,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-09-01,ESTIMATED,Preterm Premature Rupture of Membranes (PPROM),Antenatal steroids administration; Neuroprotection; antibiotic prophylaxis; Antibiotics administration,The latency of pregnancy of more than 7 days from premature rupture of membranes to delivery,https://clinicaltrials.gov/study/NCT07107477,Verified - ClinicalTrials.gov API v2 capture 2026-09-17,no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: OTHER | primary endpoint time frame: From enrollment to the delivery (0-98 days).
