company_name,ticker,drug_brand,drug_generic,decision_type,decision_date,indication,review_pathway,source_url_1,source_url_2,verification_status,notes,us_investable_class,classification_basis,exchange,decision_id
Biomeasure/IPSEN group,IPSEY,Somatuline Depot,lanreotide,Approval,2007-08-30,Provides for the long-term treatment of acromegalic patients who have had an inadequate response to or cannot be treated with surgery and/or radiotherapy.,Standard,https://web.archive.org/web/20090709174615/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081690.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022074,Verified,appl N022074; FDA-table applicant: Biomeasure. Somatuline US rights Ipsen,NON-US LISTING ONLY,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Biomeasure' matched pattern 'Biomeasure/IPSEN group',OTC ADR; primary Euronext:IPN,D812
Johnson & Johnson,JNJ,Doribax,doripenem,Approval,2007-10-12,Provides for the treatment of complicated intra-abdominal (cIAI) and complicated urinary tract (eUTI) infections caused by susceptible isolates of the designated microorganisms. [FDA prints 'eUTI' (sic; cUTI intended) and date format switches here from DD-Mon-07 to DD-Mon-2007],Standard,https://web.archive.org/web/20090709174615/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081690.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022106,Verified - FLAGGED (source-verbatim note),"appl N022106; FDA-table applicant: Johnson & Johnson. FDA-table typo kept verbatim, correction inline",US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Johnson & Johnson' matched pattern 'Johnson & Johnson',NYSE,D813
"Merck & Co., Inc.",MRK,Isentress,raltegravir potassium,Approval,2007-10-12,Provides in combination with other antiretroviral agents for the treatment of HIV-1 infection in treatment-experienced adult patients who have evidence of viral replication and HIV-1 strains resistant to multiple antiretroviral agents.,Priority,https://web.archive.org/web/20090709174615/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081690.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022145,Verified,appl N022145; FDA-table applicant: Merck,US-LISTED,"derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Merck' matched pattern 'Merck & Co., Inc.'",NYSE,D814
Bristol-Myers Squibb Co.,BMY,Ixempra,ixabepilone,Approval,2007-10-16,"Provides in combination with capecitabine for the treatment of patients with metastatic or locally advanced breast cancer resistant to treatment with an anthracycline and a taxane, or whose cancer is taxane resistant and for whom further anthracycline therapy is contraindicated. The new drug also provides as monotherapy for the treatment of matastatic or locally advanced breast cancer in patients whose tumors are resistant or refractory to anthracyclines, taxanes, and capecitabine. [FDA prints 'matastatic' (sic), verbatim]",Priority,https://web.archive.org/web/20090709174615/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081690.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022065,Verified - FLAGGED (source-verbatim note),"appl N022065; FDA-table applicant: Bristol-Myers Squibb. FDA-table typo kept verbatim, correction inline",US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Bristol-Myers Squibb' matched pattern 'Bristol-Myers Squibb Co.',NYSE,D815
Novartis AG,NVS,Tasigna,nilotinib,Approval,2007-10-29,Provides for the treatment of chronic phase (CP) and accelerated phase (AP) Philadelphia chromosome positive chronic myelogenous leukemia (CML) in adult patients resistant to or intolerant to prior therapy that included Gleevec (imatinib).,Standard,https://web.archive.org/web/20090709174615/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081690.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022068,Verified,appl N022068; FDA-table applicant: Novartis. primary SIX:NOVN,US-LISTED (ADR),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Novartis' matched pattern 'Novartis AG',NYSE (ADR),D816
Roche Holding AG (Genentech parent),RHHBY,Mircera,methoxy polyethylene glycol-epoetin beta,Approval,2007-11-14,"Provides for the treatment of anemia associated with chronic renal failure, including patients on dialysis and patients not on dialysis.",Standard,https://web.archive.org/web/20090709174615/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081690.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125164,Verified,appl BL125164; FDA-table applicant: Hoffman La-Roche [FDA prints 'Hoffman<br>La-Roche']. primary SIX:ROG,NON-US LISTING ONLY,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Hoffman La-Roche [FDA prints 'Hoffman<br>La-Roche']' matched pattern 'Roche Holding AG (Genentech parent)',OTC ADR; primary SIX:ROG,D817
BioMarin Pharmaceutical,BMRN,Kuvan,sapropterin dihydrochloride,Approval,2007-12-13,Provides for the reduction of blood phenylalanine (Phe) levels in patients with hyperphenylalaninemia (HPA) due to tetrahydrobiopterin- (BH4-) responsive Phenylketonuria (PKU).,Priority,https://web.archive.org/web/20090709174615/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081690.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022181,Verified,appl N022181; FDA-table applicant: BioMarin,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'BioMarin' matched pattern 'BioMarin Pharmaceutical',NASDAQ,D818
Mylan Bertek (Mylan; now Viatris),VTRS,Bystolic,nebivolol,Approval,2007-12-17,Provides for the treatment of hypertension alone or in combination with other antihypertensive agents.,Standard,https://web.archive.org/web/20090709174615/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081690.htm,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021742,Verified,appl N021742; FDA-table applicant: Mylan Bertek. Mylan merged into Viatris 2020; ticker now VTRS,US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'Mylan Bertek' matched pattern 'Mylan Bertek (Mylan; now Viatris)',NASDAQ,D819
Tibotec (Johnson & Johnson),JNJ,Intelence,Etravirine,Approval,2008-01-18,"PROVIDES IN COMBINATION WITH OTHER ANTIRETROVIRAL AGENTS FOR THE TREATMENT OF HIV-1 INFECTION IN TREATMENT-EXPERIENCED ADULT PATIENTS, WHO HAVE EVIDENCE OF VIRAL REPLICATION AND HIV-1 STRAINS RESISTANT TO A KNOWN NON-NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITOR (NNRTI) AND OTHER ANTIRETROVIRAL AGENTS. [FDA PDF prints garbled 'POSITE REVERSE TRANSPIRITASE INHIBITOR (NNRIT)'; corrected with verbatim flag. Tibotec = J&J.]",Priority,https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022187,Verified - FLAGGED (source-verbatim note),"appl N022187; FDA-table applicant: TIBOTEC. FDA-table typo kept verbatim, correction inline",US-LISTED,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'TIBOTEC' matched pattern 'Tibotec (Johnson & Johnson)',NYSE,D820
REGENERON,,Arcalyst,Rilonacept,Approval,2008-02-27,PROVIDES TREATMENT FOR CRYOPYRIN-ASSOCIATED PERIODIC SYNDROMES (CAPS).,Priority,https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125249,Verified - FLAGGED (sponsor/equity not yet resolved),appl BL125249; FDA-table applicant: REGENERON,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D821
Wyeth (acquired by Pfizer 2009),WYE,Pristiq,Desvenlafaxine Succinate,Approval,2008-02-29,PROVIDES TREATMENT OF MAJOR DEPRESSIVE DISORDER. [Wyeth acquired by Pfizer Oct 2009.],Standard,https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021992,Verified,appl N021992; FDA-table applicant: WYETH. NYSE:WYE delisted 2009,FORMERLY US-LISTED (DELISTED/ACQUIRED),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'WYETH' matched pattern 'Wyeth (acquired by Pfizer 2009)',,D822
Cephalon (acquired by Teva 2011),CEPH,Treanda,Bendamustine Hydrochloride,Approval,2008-03-20,PROVIDES FOR THE TREATMENT OF PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA (CLL). [Cephalon acquired by Teva 2011.],Priority,https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022249,Verified,appl N022249; FDA-table applicant: CEPHALON. NASDAQ:CEPH delisted 2011,FORMERLY US-LISTED (DELISTED/ACQUIRED),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'CEPHALON' matched pattern 'Cephalon (acquired by Teva 2011)',,D823
CV THERAPEUTICS,,Lexiscan,Regadenoson,Approval,2008-04-10,PROVIDES FOR THE USE AS A PHARMACOLOGIC STRESS AGENT FOR RADIONUCLIDE MYOCARDIAL PERFUSION IMAGING. [FDA PDF prints 'RADIONUCIIDE'; corrected with verbatim flag. CV Therapeutics acquired by Gilead 2009.],Standard,https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022161,Verified - FLAGGED (sponsor/equity not yet resolved) - FLAGGED (source-verbatim note),"appl N022161; FDA-table applicant: CV THERAPEUTICS. FDA-table typo kept verbatim, correction inline",NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D824
UCB SA (Belgium),UCBJY,Cimzia,Certolizumab Pegol,Approval,2008-04-22,PROVIDES FOR REDUCING THE SIGNS AND SYMPTOMS OF CROHN'S DISEASE AND MAINTAINING CLINICAL RESPONSE IN ADULT PATIENTS WITH MODERATELY TO SEVERELY ACTIVE DISEASE WHO HAVE AN INADEQUATE RESPONSE TO CONVENTIONAL THERAPY.,Standard,https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125160,Verified,appl BL125160; FDA-table applicant: UCB. primary Euronext:UCB,NON-US LISTING ONLY,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'UCB' matched pattern 'UCB SA (Belgium)',OTC ADR; primary Euronext:UCB,D825
Progenics Pharmaceuticals (acquired by Lantheus 2020),PGNX,Relistor,Methylnaltrexone Bromide,Approval,2008-04-24,"PROVIDES FOR THE TREATMENT OF OPIOID-INDUCED CONSTIPATION IN PATIENTS WITH ADVANCED ILLNESS WHO ARE RECEIVING PALLIATIVE CARE, WHEN RESPONSE TO LAXATIVE THERAPY HAS NOT BEEN SUFFICIENT. [FDA PDF prints 'ILNESS'/'LAKATIVE'; corrected with verbatim flag. Co-marketed with Wyeth.]",Standard,https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021964,Verified - FLAGGED (source-verbatim note),"appl N021964; FDA-table applicant: PROGENICS. AZEDRA era; delisted 2020. FDA-table typo kept verbatim, correction inline",FORMERLY US-LISTED (DELISTED/ACQUIRED),derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'PROGENICS' matched pattern 'Progenics Pharmaceuticals (acquired by Lantheus 2020)',NASDAQ,D826
ADOLOR,,Entereg,Alvimopan,Approval,2008-05-20,PROVIDES FOR THE ACCELERATION OF TIME TO GASTROINTESTINAL RECOVERY FOLLOWING PARTIAL LARGE OR SMALL BOWEL RESECTION SURGERY WITH PRIMARY ANASTOMOSIS. [FDA PDF prints 'TREATMENT OF FOR THE'; corrected with verbatim flag. Adolor acquired by Cubist 2011; Entereg later Cubist/Merck.],Standard,https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021775,Verified - FLAGGED (sponsor/equity not yet resolved) - FLAGGED (source-verbatim note),"appl N021775; FDA-table applicant: ADOLOR. FDA-table typo kept verbatim, correction inline",NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D827
SIRION,,Durezol,Difluprednate,Approval,2008-06-23,PROVIDES TREATMENT OF INFLAMMATION AND PAIN ASSOCIATED WITH OCULAR SURGERY. [Sirion Therapeutics; Durezol US rights later to Alcon/Novartis.],Priority,https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022212,Verified - FLAGGED (sponsor/equity not yet resolved),appl N022212; FDA-table applicant: SIRION,NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D828
Bayer AG,BAYRY,Eovist,Gadoxetate Disodium,Approval,2008-07-03,"PROVIDES FOR USE IN MAGNETIC RESONANCE IMAGING (MRI) OF THE LIVER IN ADULT PATIENTS TO PROVIDE CONTRAST IN THE T1 WEIGHTED IMAGES TO AID IN THE DETECTION AND CHARACTERIZATION OF FOCAL LIVER PATHOLOGIES IN PRE-SURGICAL EVALUATION. [FDA PDF prints 'EOVIST INJECTION', 'T1 WIGHTED', 'PATHologies'; corrected with verbatim flag.]",Standard,https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022090,Verified - FLAGGED (source-verbatim note),"appl N022090; FDA-table applicant: BAYER. primary XETRA:BAYN. FDA-table typo kept verbatim, correction inline",NON-US LISTING ONLY,derived 2026-09-12 from verified exchange/ticker fields; FDA applicant string 'BAYER' matched pattern 'Bayer AG',OTC ADR; primary XETRA:BAYN,D829
MEDICINES COMPANY,,Cleviprex,Clevidipine Butyrate,Approval,2008-08-01,REDUCES BLOOD PRESSURE WHEN USE OF ORAL THERAPY IS NOT FEASIBLE OR DESIRABLE. [FDA PDF prints 'FENSIBLE'; corrected with verbatim flag.],Standard,https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022156,Verified - FLAGGED (sponsor/equity not yet resolved) - FLAGGED (source-verbatim note),"appl N022156; FDA-table applicant: MEDICINES COMPANY. FDA-table typo kept verbatim, correction inline",NOT US-INVESTABLE (UNVERIFIED),FDA applicant string kept verbatim; sponsor/equity not resolved this pass,N/A - sponsor resolution pending,D830
