nct_id,brief_title,lead_sponsor,sponsor_class,resolved_company,ticker,exchange,investability_class,phases,study_status,primary_completion_date,primary_completion_date_type,conditions,drug_interventions,primary_outcome_measure,source_url,verification_status,sponsor_resolution_basis,notes,window_source
NCT06975865,The Efficacy and Safety of Rilzabrutinib in Participants Aged 10 to 65 Years With Sickle-cell Disease,Sanofi,INDUSTRY,Sanofi,SNY,NASDAQ,US-LISTED,Phase 3,Recruiting,2027-07-23,ESTIMATED,Sickle Cell Disease,Rilzabrutinib; Placebo,Annualized rate of clinical VOC,https://clinicaltrials.gov/study/NCT06975865,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),Genzyme acquired by Sanofi in 2011; parent is the listed issuer,lead sponsor class: INDUSTRY | primary endpoint time frame: At Week 52,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT07088263,Adaptive Chemotherapy for the Treatment of Advanced Breast Cancer,Sun Yat-sen University,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-07-24,ESTIMATED,Breast Neoplasms,"Gemcitabine, Vinorelbine, Eribulin, or Utidelone",progression-free survival (PFS),https://clinicaltrials.gov/study/NCT07088263,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 12 months,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT06103864,A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer (TROPION-Breast05),AstraZeneca,INDUSTRY,AstraZeneca PLC,AZN,NASDAQ,US-LISTED,Phase 3,Recruiting,2027-07-28,ESTIMATED,Breast Cancer,Dato-DXd; Durvalumab; Paclitaxel; Nab-paclitaxel,Progression Free Survival (PFS),https://clinicaltrials.gov/study/NCT06103864,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),SEC company_tickers.json exact title match (ADR),"lead sponsor class: INDUSTRY | primary endpoint time frame: From randomisation until progression per RECIST 1.1 as assessed by BICR, or death due to any cause (anticipated to be up to 33 months).",clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT07130604,Evaluate the Efficacy and Safety of D-2570 in Subjects With Moderate to Severe Plaque Psoriasis,"InventisBio Co., Ltd",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2027-07-28,ESTIMATED,Plaque Psoriasis,D-2570; Placebo,The percentage of subjects with at least 90% improvement in PASI,https://clinicaltrials.gov/study/NCT07130604,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: Day 1-Day 112,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT04996017,Atezolizumab Versus Placebo for the Adjuvant Treatment of Malignant Pleural Mesothelioma (Atezomeso),Gruppo Oncologico Italiano di Ricerca Clinica,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-07-30,ESTIMATED,Mesotheliomas Pleural,Atezolizumab 1200 mg in 20 ML Injection; Placebo,To evaluate the efficacy of atezolizumab in patients with MPM in terms of DFS,https://clinicaltrials.gov/study/NCT04996017,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 12 weeks,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT05455320,A Study Comparing Talquetamab in Combination With Daratumumab or in Combination With Daratumumab and Pomalidomide Versus Daratumumab in Combination With Pomalidomide and Dexamethasone in Participants With Multiple Myeloma That Returns After Treatment or is Resistant to Treatment,"Janssen Research & Development, LLC",INDUSTRY,Johnson & Johnson,JNJ,NYSE,US-LISTED,Phase 3,Active Not Recruiting,2027-07-30,ESTIMATED,Multiple Myeloma,Talquetamab; Daratumumab; Pomalidomide; Dexamethasone,Progression-Free Survival (PFS),https://clinicaltrials.gov/study/NCT05455320,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),Janssen R&D subsidiary of Johnson & Johnson (NYSE:JNJ),lead sponsor class: INDUSTRY | primary endpoint time frame: Up to 6 years 6 months,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT05794906,A Study to Compare Darolutamide Given With Androgen Deprivation Therapy (ADT) and Placebo Given With ADT in Men With Hormone Sensitive Prostate Cancer and Raise of Prostate Specific Antigen (PSA) Levels After Local Therapies,Bayer,INDUSTRY,Bayer AG,BAYRY,OTCQX,US-LISTED,Phase 3,Active Not Recruiting,2027-07-30,ESTIMATED,Biochemically Recurrent Prostate Cancer,"Darolutamide (BAY1841788, Nubeqa)",Radiological progression-free survival (rPFS) by Prostate-specific membrane antigen (PSMA) positron emission tomography/computed tomography (PET/CT) assessed by Blinded independent central review (BICR),https://clinicaltrials.gov/study/NCT05794906,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),US operating unit of Bayer AG (OTCQX:BAYRY / XETRA:BAYN),"lead sponsor class: INDUSTRY | primary endpoint time frame: After randomization to after last treatment, approximately 24 months",clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT05843786,Human Recombinant Interferon Gamma in the Treatment of Ventilator-acquired Pneumonia in ICU Patients,Hospices Civils de Lyon,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-07-30,ESTIMATED,"Pneumonia, Ventilator-Associated",Interferon gamma; Placebo,duration of mechanical ventilation assessed from the first day of VAP diagnosis,https://clinicaltrials.gov/study/NCT05843786,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: Day 28,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT05904028,Home OCT-Guided Treatment Versus Treat and Extend for the Management of Neovascular AMD,Jaeb Center for Health Research,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2027-07-30,ESTIMATED,Neovascular Age-related Macular Degeneration,Intravitreal injections of 6 mg faricimab on a Treat and Extend schedule,E-ETDRS Change in Visual Acuity Letter Score,https://clinicaltrials.gov/study/NCT05904028,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: Baseline to 104 weeks,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT05941806,Prophylactic Use of Tamsulosin in the Prevention of Post-operative Urinary Retention in Men After Rectum Resection,CHU de Quebec-Universite Laval,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-07-30,ESTIMATED,Urinary Retention,pr Sandoz Tamsulosin; Glucose,Postoperative urinary retention,https://clinicaltrials.gov/study/NCT05941806,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: During the length of hospital stay: up to two weeks,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT06072183,A 104-Week Study of Ritlecitinib Oral Capsules in Adults With Nonsegmental Vitiligo (Active and Stable) Tranquillo 2,Pfizer,INDUSTRY,Pfizer Inc.,PFE,NYSE,US-LISTED,Phase 3,Active Not Recruiting,2027-07-30,ESTIMATED,Stable Nonsegmental Vitiligo,Ritlecitinib; Ritlecitinib; Placebo,US only Co-Primary Endpoints: Response based on Facial Vitiligo Area Scoring Index 75 (F-VASI75) at Week 52 and Total body Vitiligo Area Scoring Index 50 (T-VASI50) at Week 52,https://clinicaltrials.gov/study/NCT06072183,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),Hospira acquired by Pfizer in 2015; parent is the listed issuer,lead sponsor class: INDUSTRY | primary endpoint time frame: 52 Weeks,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT06079879,A Study of Bomedemstat (IMG-7289/MK-3543) Compared to Best Available Therapy (BAT) in Participants With Essential Thrombocythemia and an Inadequate Response or Intolerance of Hydroxyurea (MK-3543-006),Merck Sharp & Dohme LLC,INDUSTRY,"Merck & Co., Inc.",MRK,NYSE,US-LISTED,Phase 3,Active Not Recruiting,2027-07-30,ESTIMATED,Essential Thrombocythemia,Bomedemstat; Anagrelide; Busulfan; Interferon alfa/pegylated interferon alfa 2a/pegylated interferon alfa 2b,Durable Clinicohematologic Response (DCHR) Rate,https://clinicaltrials.gov/study/NCT06079879,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),"Operating/R&D subsidiary of Merck & Co., Inc. (NYSE:MRK)",lead sponsor class: INDUSTRY | primary endpoint time frame: Up to approximately 52 weeks,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT06422117,Efficacy and Safety of HSK16149 Capsule in the Treatment of Moderate and Severe Central Neuropathic Pain in China,"Haisco Pharmaceutical Group Co., Ltd.",INDUSTRY,"Haisco Pharmaceutical Group Co., Ltd.",002653.SZ,SZSE China; no US ticker,US-LISTED,Phase 3,Not Yet Recruiting,2027-07-30,ESTIMATED,Central Neuropathic Pain,HSK16149 20mg-40mg BID; Placebo,The changes of pain scores after treatment in HSK16149 group and placebo group were compared with baseline,https://clinicaltrials.gov/study/NCT06422117,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | primary endpoint time frame: week12,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT06465914,"A Phase III Study to Evaluate the Efficacy, Immunogenicity and Safety of the 9-valent HPV Vaccine in Chinese Males","Shanghai Bovax Biotechnology Co., Ltd.",INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Active Not Recruiting,2027-07-30,ESTIMATED,Genital Wart,,The incidence of genital wart,https://clinicaltrials.gov/study/NCT06465914,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: 0-72 month,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT06574503,Study to Assess the Efficacy and Safety of GP681 Versus Placebo for Postexposure Prophylaxis Against Influenza,Jiangxi Qingfeng Pharmaceutical Co. Ltd.,INDUSTRY,,,,UNRESOLVED SPONSOR,Phase 3,Recruiting,2027-07-30,ESTIMATED,Influenza,GP681 40mg; GP681 Simulant,"Proportion of household members who are infected with influenza virus (Q-PCR positive), and present with fever and at least one influenza symptom with severity of moderate or severe in the period from Day 1 to Day 10.",https://clinicaltrials.gov/study/NCT06574503,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),no repository-verified row and no exact SEC registrant match (legal suffixes removed); blank beats guessed,lead sponsor class: INDUSTRY | primary endpoint time frame: up to Day 10,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT06578533,Keeping RAASi Treatment With Optimal Potassium Control,Fundación para la Investigación del Hospital Clínico de Valencia,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-07-30,ESTIMATED,Chronic Kidney Diseases,Sodium Zirconium Cyclosilicate,"Percentage of patients achieving serum potassium < 5.5mEq/L at three or all timepoints (7, 30, 60 or 90 days) after follow up (90 days) in both groups.",https://clinicaltrials.gov/study/NCT06578533,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),"lead sponsor class: OTHER | primary endpoint time frame: Through study completion, an average of 1 year",clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT06635824,Trial to Evaluate Acasunlimab and Pembrolizumab Combination Superiority Over Standard of Care Docetaxel in Non-Small Cell Lung Cancer (ABBIL1TY NSCLC-06),Genmab,INDUSTRY,Genmab,GMAB,NASDAQ (ADS),US-LISTED,Phase 3,Active Not Recruiting,2027-07-30,ESTIMATED,"PD-L1-positive, Locally Advanced (Unresectable Stage IIIB/C) or Metastatic NSCLC",Acasunlimab; Pembrolizumab; Docetaxel,Overall Survival (OS),https://clinicaltrials.gov/study/NCT06635824,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor verified row-by-row earlier in this repository,lead sponsor class: INDUSTRY | primary endpoint time frame: Up to approximately 5 years,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT07076641,Efficacy and Safety of Intravenous Lidocaine Versus Placebo in Patients Receiving Morphine-rachi Analgesia,GCS Ramsay Santé pour l'Enseignement et la Recherche,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Not Yet Recruiting,2027-07-30,ESTIMATED,Digestive System Disease,Lidocaine IV; Placebo; MORPHINE,Total morphine consumption,https://clinicaltrials.gov/study/NCT07076641,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: 2 days,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT07619131,"A Phase III Study to Assess the Effect of FDC Laroprovstat/Rosuvastatin Compared With Laroprovstat, Rosuvastatin and Placebo on LDL-C in LLT-naïve Patients.",AstraZeneca,INDUSTRY,AstraZeneca PLC,AZN,NASDAQ,US-LISTED,Phase 3,Recruiting,2027-07-30,ESTIMATED,Hypercholesterolaemia,Laroprovstat; Rosuvastatin 1; Rosuvastatin 2; Laroprovstat/Rosuvastatin 1,Relative change in LDL-C at 8 weeks,https://clinicaltrials.gov/study/NCT07619131,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),SEC company_tickers.json exact title match (ADR),lead sponsor class: INDUSTRY | primary endpoint time frame: 8 weeks,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT02262832,Compassionate Use of Metreleptin in Previously Treated People With Generalized Lipodystrophy,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2027-07-31,ESTIMATED,Lipodystrophy,Metreleptin,Serum triglycerides,https://clinicaltrials.gov/study/NCT02262832,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: NIH (academic/government/network sponsor),lead sponsor class: NIH | primary endpoint time frame: every 6-12 months,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT03214510,Thoracic Epidural Analgesia or Four-Quadrant Transversus Abdominus Plane Block in Reducing Pain in Patients Undergoing Liver Surgery,M.D. Anderson Cancer Center,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2027-07-31,ESTIMATED,Liver and Intrahepatic Bile Duct Disorder,Bupivacaine; Fentanyl; Hydromorphone Hydrochloride; Liposomal Bupivacaine,Total length of inpatient stay,https://clinicaltrials.gov/study/NCT03214510,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: Up to 5 years,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT04055493,"Adj. Marker-adjusted Personalized Therapy Comparing ET+Ribociclib vs Chemotherapy in Intermediate Risk, HR+/HER2- EBC",Women's Cancer Study Group GmbH,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Active Not Recruiting,2027-07-31,ESTIMATED,Breast Cancer Female,Ribociclib 200Mg Oral Tablet,invasive disease-free survival (iDFS),https://clinicaltrials.gov/study/NCT04055493,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),"lead sponsor class: OTHER | primary endpoint time frame: at end of study, on average 5 years after start of treatment",clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
NCT05053867,A Randomized Controlled Trial of Inhaled Tranexamic Acid for the Treatment of Pulmonary Hemorrhage in Cancer Patients,M.D. Anderson Cancer Center,OTHER,,,,NOT A COMPANY (academic/government/network sponsor),Phase 3,Recruiting,2027-07-31,ESTIMATED,Pulmonary Hemorrhage,tranexamic acid,28 day all-cause mortality rate,https://clinicaltrials.gov/study/NCT05053867,Verified - ClinicalTrials.gov API v2 capture 2026-09 (expanded),lead sponsor class: OTHER (academic/government/network sponsor),lead sponsor class: OTHER | primary endpoint time frame: up to 28 days,clinicaltrials_phase3_2026_2027_windows/studies_2027H2.json
