crl_row_id,master_crl_id,master_link_status,curated_candidate_ids,duplicate_letter_same_app_same_date,raw_file_name,company_name_verbatim,application_number_verbatim,application_number_normalised,application_kind,letter_date,letter_year,letter_type_verbatim,fda_approval_status_verbatim,later_original_approval_actions_observed,first_later_original_action_date,days_letter_to_first_later_original_action,later_any_approval_actions_observed,first_later_any_action_date,later_original_action_sources,later_any_action_types,conflict_flag,fda_application_url,replay_query_url,dataset_last_updated,evidence_source_files,verification_status,notes
CR-NDA207962-20160510,CR-NDA207962-20160510,JOINED,,FALSE,207962_2018_Orig1s000OtherActionLtrs.pdf,"Scilex Pharmaceuticals, Inc.",NDA 207962,NDA207962,NDA,2016-05-10,2016,COMPLETE RESPONSE,Approved,1,2018-02-28,659,2,2018-02-28,openfda_orig_decisions_2011_2026,2018-02-28 ORIG; 2021-04-08 SUPPL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA207962,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22207962_2018_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2205%2F10%2F2016%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA215352-20211022,CR-NDA215352-20211022,JOINED,,FALSE,215352_2023_Orig1s000OtherActionLtrs.pdf,"Eyenovia, Inc.",NDA 215352,NDA215352,NDA,2021-10-22,2021,COMPLETE RESPONSE,Approved,1,2023-05-05,560,1,2023-05-05,openfda_orig_decisions_2011_2026,2023-05-05 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA215352,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22215352_2023_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2210%2F22%2F2021%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA209191-20180222,,CURATED_CANDIDATE_NOT_JOINED,C048,FALSE,209191_2018_Orig1s000OtherActionLtrs.pdf,"Hospira, Inc.",NDA 209191,NDA209191,NDA,2018-02-22,2018,COMPLETE RESPONSE,Approved,1,2022-05-02,1530,2,2022-05-02,openfda_orig_decisions_2011_2026,2022-05-02 ORIG; 2022-12-09 SUPPL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA209191,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22209191_2018_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2202%2F22%2F2018%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference. Curated master candidate(s) C048 share this letter date but the link is not unambiguous: the candidate curated row's company name does not correspond to the name FDA publishes on the letter (parent/subsidiary or acquirer attribution). Flagged for human review, never resolved by preference."
CR-NDA213260-20201016,CR-NDA213260-20201016,JOINED,,FALSE,213260_2023_Orig1s000OtherActionLtrs.pdf,CMP Development LLC,NDA 213260,NDA213260,NDA,2020-10-16,2020,COMPLETE RESPONSE,Approved,1,2023-02-01,838,1,2023-02-01,openfda_orig_decisions_2011_2026,2023-02-01 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA213260,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22213260_2023_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2210%2F16%2F2020%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA213586-20220415,CR-NDA213586-20220415,JOINED,,FALSE,213586_2024_Orig1s000OtherActionLtrs.pdf,"Teva Neuroscience, Inc.",NDA 213586,NDA213586,NDA,2022-04-15,2022,COMPLETE RESPONSE,Approved,1,2023-04-28,378,2,2023-04-28,openfda_orig_decisions_2011_2026,2023-04-28 ORIG; 2025-10-10 SUPPL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA213586,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22213586_2024_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2204%2F15%2F2022%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA217644-20260604,CR-NDA217644-20260604,JOINED,,FALSE,CRL_NDA217644_20260604_Redacted.pdf,Xspray Pharma AB,NDA 217644,NDA217644,NDA,2026-06-04,2026,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA217644,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA217644_20260604_Redacted.pdf%22+AND+letter_date%3A%2206%2F04%2F2026%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-BLA761183-20210702,CR-BLA761183-20210702,JOINED,,FALSE,761183_2023_Orig1s000OtherActionLtrs.pdf,"Provention Bio, Inc.",BLA 761183,BLA761183,BLA,2021-07-02,2021,COMPLETE RESPONSE,Approved,1,2022-11-17,503,3,2022-11-17,openfda_orig_decisions_2011_2026,2022-11-17 ORIG; 2026-04-20 SUPPL; 2026-06-12 SUPPL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=BLA761183,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22761183_2023_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2207%2F02%2F2021%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA022377-20090515,CR-NDA022377-20090515,JOINED,,FALSE,CRL_NDA022377_20090515.pdf,"King Pharmaceuticals, Inc.",NDA 022377,NDA022377,NDA,2009-05-15,2009,COMPLETE RESPONSE,Approved,2,2010-06-29,410,5,2010-06-29,openfda_approvals_2000_2010 (full submissions array); openfda_orig_decisions_2011_2026,2010-06-29 ORIG; 2013-04-15 SUPPL; 2014-06-05 SUPPL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA022377,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA022377_20090515.pdf%22+AND+letter_date%3A%2205%2F15%2F2009%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA208082-20160527,CR-NDA208082-20160527,JOINED,,FALSE,CRL_NDA208082_20160527.pdf,"Teva Pharmaceuticals, Inc.",NDA 208082,NDA208082,NDA,2016-05-27,2016,COMPLETE RESPONSE,Approved,1,2017-04-03,311,2,2017-04-03,openfda_orig_decisions_2011_2026,2017-04-03 ORIG; 2021-06-24 SUPPL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA208082,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA208082_20160527.pdf%22+AND+letter_date%3A%2205%2F27%2F2016%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA206966-20160830,CR-NDA206966-20160830,JOINED,,FALSE,206966_2020_Orig1s000OtherActionLtrs.pdf,"Dr. Reddy’s Laboratories, SA",NDA 206966,NDA206966,NDA,2016-08-30,2016,COMPLETE RESPONSE,Approved,1,2020-07-24,1424,1,2020-07-24,openfda_orig_decisions_2011_2026,2020-07-24 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA206966,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22206966_2020_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2208%2F30%2F2016%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA218679-20250827,CR-NDA218679-20250827,JOINED,,FALSE,CRL_NDA218679_20250827.pdf,Saol International Development Limited,NDA 218679,NDA218679,NDA,2025-08-27,2025,COMPLETE RESPONSE,Unapproved,0,,,0,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA218679,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22CRL_NDA218679_20250827.pdf%22+AND+letter_date%3A%2208%2F27%2F2025%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA022517-20100422,CR-NDA022517-20100422,JOINED,,FALSE,022517Orig1s000OtherActionLtrs.pdf,Ferring Pharmaceuticals Inc.,NDA 022517,NDA022517,NDA,2010-04-22,2010,COMPLETE RESPONSE,Approved,1,2018-06-21,2982,1,2018-06-21,openfda_orig_decisions_2011_2026,2018-06-21 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA022517,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22022517Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2204%2F22%2F2010%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
CR-NDA205920-20161223,CR-NDA205920-20161223,JOINED,,FALSE,205920_2018_Orig1s000OtherActionLtrs.pdf,"Armstrong Pharmaceuticals, Inc.",NDA 205920,NDA205920,NDA,2016-12-23,2016,COMPLETE RESPONSE,Approved,1,2018-11-07,684,1,2018-11-07,openfda_orig_decisions_2011_2026,2018-11-07 ORIG,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=NDA205920,https://api.fda.gov/transparency/crl.json?search=file_name%3A%22205920_2018_Orig1s000OtherActionLtrs.pdf%22+AND+letter_date%3A%2212%2F23%2F2016%22,2026-08-13,data/raw/probe/crl_page1.json|data/raw/openfda_approvals_2000_2010/*.json|data/raw/openfda_orig_decisions_2011_2026/decisions_*.json|data/raw/openfda_efficacy_supplements/suppl_*.json,Verified (verbatim FDA CRL record; approval actions observed in committed FDA payloads),"v23 2026-09-20: FDA's own approval_status field is published verbatim and is not reinterpreted. 'Observed' means an approval action with a later status date exists for the same application number inside the committed payload coverage; absence of an observed action is NOT evidence that the application failed. conflict_flag=NONE; the flag is raised for human review, never resolved by preference."
