decision_id,year,application_number,drug_brand,drug_generic,company_name,corporate_lineage_and_ticker,decision_type,decision_date,chemical_type_code,chemical_type_description,review_priority,indication,regulatory_milestone,source_url_1,source_url_2,verification_status,notes
PRE1985-1984-12,1984,NDA 017498,Micronase,glyburide,The Upjohn Company (original applicant); Pfizer (current Drugs@FDA holder),Upjohn -> Pharmacia & Upjohn (1995) -> Pharmacia Corp (2000) -> Pfizer Inc. (2003) (NYSE: PFE),APPROVAL (ORIGINAL NDA),1984-05-01,TYPE 1,Type 1 - New Molecular Entity,STANDARD,Type 2 diabetes mellitus (glyburide; current-label indication text not extracted this pass - see Drugs@FDA label index),Second-generation sulfonylurea oral hypoglycemic; the payload-recorded approval date 1984-05-01 matches FDA approval records for glyburide.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017498,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017498%22,Verified,"v13 2026-09-18 added. Payload: ORIG AP 1984-05-01, TYPE 1, STANDARD, holder PFIZER, product MICRONASE (glyburide 5 mg). Upjohn origin: application holder chain (Pharmacia & Upjohn -> Pfizer) plus TheraRadar 'MICRONASE - FDA-Approved 1984 - Companies: Pfizer' and MedicineNet 'The FDA approved glyburide in May 1984' - original applicant attribution corroborated but flagged as secondary-sourced. Verbatim current-label indication not extracted this pass (blank beats guessed); see the application's label index on Drugs@FDA."
PRE1985-1984-13,1984,NDA 019050,Sufenta,sufentanil citrate,Rising Pharmaceuticals (current Drugs@FDA holder); developed by Janssen Pharmaceutica (per development records - original applicant not pinned this pass),"Janssen Pharmaceutica (Johnson & Johnson, NYSE: JNJ) at origin; application later transferred (current holder Rising Pharmaceuticals)",APPROVAL (ORIGINAL NDA),1984-05-04,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,Opioid analgesic for intravenous and epidural use in anesthesia (Schedule II controlled substance; current-label indication text not extracted this pass - see the 2023 label PDF on Drugs@FDA),Synthetic thienyl-fentanyl opioid analgesic (~5-10x fentanyl potency) for anesthesia; current labeling states 'Initial U.S. Approval: 1984'.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019050,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA019050%22,Verified,"v13 2026-09-18 added. Payload: ORIG AP 1984-05-04, TYPE 1, PRIORITY, holder RISING, product SUFENTA PRESERVATIVE FREE (sufentanil citrate 0.05 mg/mL). Current label (accessdata.fda.gov/drugsatfda_docs/label/2023/019050s043lbl.pdf) states 'Initial U.S. Approval: 1984'. Sufentanil was synthesized at Janssen Pharmaceutica (secondary histories); original 1984 applicant not independently pinned - flagged."
PRE1985-1984-14,1984,NDA 017783,Glucotrol,glipizide,The Upjohn Company (original applicant); Pfizer (current Drugs@FDA holder),Upjohn -> Pharmacia & Upjohn (1995) -> Pharmacia Corp (2000) -> Pfizer Inc. (2003) (NYSE: PFE),APPROVAL (ORIGINAL NDA),1984-05-08,TYPE 1,Type 1 - New Molecular Entity,STANDARD,Adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus (per current FDA labeling of glipizide),Second-generation sulfonylurea oral hypoglycemic; US approval 1984-05-08 per Drugs@FDA.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017783,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017783%22,Verified,"v13 2026-09-18 added. Payload: ORIG AP 1984-05-08, TYPE 1, STANDARD, holder PFIZER, product GLUCOTROL (glipizide 10 mg). Upjohn origin as per Micronase (same holder chain). Indication quoted verbatim from current glipizide labeling (api.fda.gov/drug/label.json, accessed 2026-09-18): 'Glipizide Tablets USP are indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.'"
PRE1985-1984-15,1984,NDA 050554,Precef,ceforanide (injection),Bristol-Myers Company (original applicant); Bristol-Myers Squibb (current Drugs@FDA holder),Bristol-Myers -> Bristol-Myers Squibb Co. (NYSE: BMY),APPROVAL (ORIGINAL NDA),1984-05-24,TYPE 1,Type 1 - New Molecular Entity,STANDARD,(Discontinued product - no current FDA labeling text available for retrieval),Long-acting second-generation cephalosporin for injection (twice-daily dosing); later discontinued from the US market.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050554,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050554%22,Verified,"v13 2026-09-18 added. Payload: ORIG AP 1984-05-24, TYPE 1, STANDARD, holder BRISTOL, product PRECEF (ceforanide 20 g/vial). Original applicant attribution by holder continuity (Drugs@FDA holder 'BRISTOL' = Bristol-Myers lineage; no transfer recorded). Product discontinued - no current label to quote."
PRE1985-1984-16,1984,NDA 017473,Orap,pimozide,McNeil Laboratories (original applicant per the FDA/HHS approval announcement); Teva (current Drugs@FDA holder),McNeil Laboratories -> Johnson & Johnson (NYSE: JNJ); application later transferred (current holder Teva),APPROVAL (ORIGINAL NDA),1984-07-31,TYPE 1,Type 1 - New Molecular Entity,STANDARD,Suppression of motor and phonic tics in patients with Tourette's Disorder who have failed to respond satisfactorily to standard treatment (per current labeling),Diphenylbutylpiperidine antipsychotic; announced 1984-08-08 by HHS Secretary Margaret Heckler as the 11th product approved under the Orphan Drug Act (NYT 1984-08-08); the payload-recorded approval action date is 1984-07-31.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017473,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017473%22,Verified,"v13 2026-09-18 added. Payload: ORIG AP 1984-07-31, TYPE 1, STANDARD, holder TEVA, product ORAP (pimozide 1 mg). NYT (1984-08-08, 'F.D.A. APPROVES DRUG TO TREAT TOURETTE SYNDROME'): approval of pimozide announced by HHS Secretary Heckler, 'which will be marketed by McNeil Laboratories under the name of Orap... the 11th product to be approved under the orphan drug law'. Indication quoted from current pimozide labeling (api.fda.gov/drug/label.json, accessed 2026-09-18)."
PRE1985-1984-17,1984,NDA 018700,Inocor,inamrinone (amrinone) lactate,Sterling Drug / Winthrop-Breon Laboratories (original applicant per Pink Sheet); Sanofi Aventis US (current Drugs@FDA holder),Sterling Drug (Eastman Kodak) -> Sterling-Winthrop; US pharma business sold to Sanofi (1994) -> Sanofi S.A. (NASDAQ: SNY),APPROVAL (ORIGINAL NDA),1984-07-31,TYPE 1,Type 1 - New Molecular Entity,STANDARD,Short-term intravenous management of severe congestive heart failure unresponsive to other therapy (per contemporaneous Pink Sheet reporting of the approval),"First-in-class bipyridine phosphodiesterase-III inotrope/vasodilator (WIN-40680) for acute severe heart failure; the oral form was halted for GI toxicity, and the IV drug was later superseded by milrinone.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018700,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018700%22,Verified,"v13 2026-09-18 added. Payload: ORIG AP 1984-07-31, TYPE 1, STANDARD, holder SANOFI AVENTIS US, product INOCOR (inamrinone lactate 5 mg/mL). Pink Sheet 'Sterling's Inocor (amrinone)': NDA submitted December 1981, IV form for severe congestive heart failure as second-line therapy, to be marketed by Sterling's Winthrop-Breon Labs; Guide to Pharmacology lists inamrinone as Inocor/WIN-40680, FDA approved 1984. INN renamed inamrinone (2000) to disambiguate from amiodarone; product since discontinued."
PRE1985-1984-18,1984,NDA 018686,Normodyne,labetalol hydrochloride (injection),Schering Corporation (original applicant; current Drugs@FDA holder),"Schering -> Schering-Plough -> Merck & Co., Inc. (NYSE: MRK) (2009)",APPROVAL (ORIGINAL NDA),1984-08-01,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,"Management of hypertension, alone or in combination with other antihypertensive agents, especially thiazide and loop diuretics (per current labeling)",Labetalol - the first combined selective alpha-1 and non-selective beta-adrenergic receptor blocker in a single molecule. The labetalol NME application approved this day was Schering's Normodyne (TYPE 1); Glaxo's Trandate application (NDA018716) was approved the same day as TYPE 5 (new manufacturer) - see PRE1985-1984-06.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018686,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018686%22,Verified,"v13 2026-09-18 added. Payload: ORIG AP 1984-08-01, TYPE 1, PRIORITY, holder SCHERING, product NORMODYNE (labetalol hydrochloride 5 mg/mL). Same-day sibling application: Glaxo's TRANDATE NDA018716 (TYPE 5, STANDARD, same date 1984-08-01) - both rows carry the cross-reference. Indication quoted from current labetalol labeling (api.fda.gov/drug/label.json, accessed 2026-09-18)."
PRE1985-1984-06,1984,NDA 018716,Trandate,labetalol hydrochloride,Glaxo Inc.,GlaxoSmithKline plc (NYSE: GSK),APPROVAL (ORIGINAL NDA),1984-08-01,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,"Management of hypertension, stepped-care therapy and hypertensive emergencies","First competitive dual alpha-1 and nonselective beta-adrenergic receptor antagonist, reducing peripheral resistance without reflex tachycardia.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018716,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018716%22,Verified,"Approved 1984-08-01. Glaxo lineage to GSK. v13 correction (2026-09-18): Drugs@FDA payload shows NDA018716 (TRANDATE, Glaxo) ORIG AP 1984-08-01 as TYPE 5 (new manufacturer) STANDARD - not 'TYPE 1'. The labetalol NME application approved that day is Schering's NORMODYNE NDA018686 (TYPE 1, PRIORITY, 1984-08-01), now tracked as PRE1985-1984-18. Current Drugs@FDA holder for NDA018716: ALVOGEN."
PRE1985-1984-07,1984,NDA 050564,Augmentin,amoxicillin and clavulanate potassium,Beecham Laboratories,GlaxoSmithKline plc (NYSE: GSK),APPROVAL (ORIGINAL NDA),1984-08-06,TYPE 1/4,Type 1/4 - New Molecular Entity / New Combination,PRIORITY,"Treatment of lower respiratory infections, otitis media, sinusitis, skin and urinary tract infections caused by beta-lactamase producing organisms","First beta-lactamase inhibitor combination; clavulanic acid inhibits bacterial beta-lactamases, restoring amoxicillin antibacterial efficacy.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050564,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050564%22,Verified,"Approved 1984-08-06. Beecham merged with SmithKline Beckman in 1989, later GlaxoSmithKline. v13 correction (2026-09-18): the v12 row cited NDA050575, which is the AUGMENTIN oral-suspension application (TYPE 3, STANDARD, approved the same day 1984-08-06). The amoxicillin/clavulanate combination-tablet application NDA050564 is TYPE 1/4 (an NME-containing new combination - clavulanate potassium was the new moiety), PRIORITY, 1984-08-06; the row now points to NDA050564 with NDA050575 recorded here. Both applications are in the committed openFDA payloads."
PRE1985-1984-05,1984,NDA 018631,Trental,pentoxifylline,Hoechst-Roussel Pharmaceuticals,Sanofi S.A. (NASDAQ: SNY),APPROVAL (ORIGINAL NDA),1984-08-30,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,Treatment of intermittent claudication on the basis of chronic occlusive arterial disease of the limbs,First hemorrheologic agent approved in the US; improves microcirculatory flow by decreasing blood viscosity and enhancing red cell deformability.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018631,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018631%22,Verified,Approved 1984-08-30. Hoechst lineage to Aventis and Sanofi.
PRE1985-1984-19,1984,NDA 019264,Pentam 300,pentamidine isethionate,Fresenius Kabi USA (current Drugs@FDA holder; original 1984 applicant not pinned to a primary source),"Fresenius Kabi (Fresenius SE & Co. KGaA, Frankfurt: FRE / OTC: FSNUY) (current application holder)",APPROVAL (ORIGINAL NDA),1984-10-16,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,Treatment of Pneumocystis carinii (jirovecii) pneumonia (per FDA OOPD orphan designation/approval record),"Orphan-designated (FDA OOPD, 1984-02-28) antiprotozoal for Pneumocystis pneumonia; became a critical AIDS-era therapy after 1984.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019264,https://www.accessdata.fda.gov/scripts/opdlisting/oopd/detailedIndex.cfm?cfgridkey=1083,Verified,"v13 2026-09-18 added. Payload: ORIG AP 1984-10-16, TYPE 1, PRIORITY, holder FRESENIUS KABI USA, product PENTAM (pentamidine isethionate 300 mg/vial). FDA OOPD record: pentamidine isethionate / Pentam 300, designated 1984-02-28 for Pneumocystis carinii pneumonia, marketing approval date 10/16/1984, exclusivity to 10/16/1991. Original 1984 applicant not pinned (the app later moved to LyphoMed/Fujisawa/Astellas lineage per secondary histories - not independently verified this pass) - flagged."
PRE1985-1984-08,1984,NDA 018257,Tonocard,tocainide hydrochloride,Merck Sharp & Dohme,"Merck & Co., Inc. (NYSE: MRK)",APPROVAL (ORIGINAL NDA),1984-11-09,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,"Suppression of documented ventricular arrhythmias, such as sustained ventricular tachycardia",First orally active primary amine analog of lidocaine (Class IB antiarrhythmic).,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018257,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018257%22,Verified,"Approved 1984-11-09. Merck Sharp & Dohme lineage. v13 correction (2026-09-18): the v12 row cited NDA018249, which is actually 'SODIUM LACTATE 0.167 MOLAR IN PLASTIC CONTAINER' (Hospira; ORIG AP 1980-07-25, TYPE 5). Tonocard is NDA018257: ORIG AP 1984-11-09, TYPE 1, PRIORITY, current Drugs@FDA holder ASTRAZENECA. Review priority corrected from STANDARD to PRIORITY per the payload. The Merck Sharp & Dohme original-applicant attribution is corroborated by NEJM 1986 ('tocainide (Tonocard, Merck Sharpe and Dohme), was first marketed in November 1984', doi 10.1056/NEJM198607033150107)."
PRE1985-1984-03,1984,NDA 018932,Trexan,naltrexone hydrochloride,Du Pont Pharmaceuticals,E.I. du Pont (NYSE: DD) / Teva,APPROVAL (ORIGINAL NDA),1984-11-20,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,Blockade of pharmacological effects of exogenously administered opioids in detoxified opioid-dependent individuals,Landmark pure opioid antagonist approved under the Orphan Drug Act; announced by HHS Secretary Heckler Nov 1984; later marketed as Revia.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018932,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018932%22,Verified,Approved 1984-11-20. DuPont pharma unit sold to Bristol-Myers Squibb in 2001.
PRE1985-1984-04,1984,NDA 050585,Rocephin,ceftriaxone sodium,Hoffmann-La Roche Inc.,Roche Holding AG (OTCQX: RHHBY),APPROVAL (ORIGINAL NDA),1984-12-21,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,"Lower respiratory tract, acute bacterial otitis media, urinary tract, gonorrhea, and intra-abdominal infections, bacterial septicemia, and meningitis",Gold-standard third-generation cephalosporin; high bioavailability and long elimination half-life enabled once-daily parenteral dosing.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050585,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050585%22,Verified,Approved 1984-12-21. Roche primary sponsor.
PRE1985-1984-20,1984,NDA 018289,Nephroflow,iodohippurate sodium I-123,GE HealthCare (current Drugs@FDA holder),GE HealthCare Technologies (Nasdaq: GEHC) - application held via the Amersham/Medi-Physics radiopharmaceutical lineage (not independently pinned this pass),APPROVAL (ORIGINAL NDA),1984-12-28,TYPE 1,Type 1 - New Molecular Entity,STANDARD,(Discontinued radiopharmaceutical - no current FDA labeling text available for retrieval),Iodine-123 labeled sodium iodohippurate diagnostic radiopharmaceutical (renal function imaging); original applicant lineage not pinned - see notes.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018289,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018289%22,Verified,"v13 2026-09-18 added. Payload: ORIG AP 1984-12-28, TYPE 1, STANDARD, holder GE HEALTHCARE, product NEPHROFLOW (iodohippurate sodium I-123 1 mCi/mL). Original applicant not identified in machine-readable primary sources this pass - flagged. Product discontinued; no current label to quote."
